album_id,album_name,album_total_tracks,album_type,album_release_date,album_label,album_popularity
3TYV6PtWpG48jic3sSv6Bg,Fosse Per Lei,16,album,2016-11-01,Sounds Good,29
1ueOFgJ1pFxxKBP5p2XZ96,Musica per bambini,10,album,2018-06-01,Hermetic,0
3PV1H05uRv4EQmgM4MMwx1,1969,10,album,2019-04-12,WM Italy,0
3HH6dnNnW6be9n5b8RFEs5,Infernum,11,album,2020-03-31,Glory Hole Records,0
7FTzcNdsKhMe53orWXsai8,Instagram,1,single,2019-07-05,Epic Amsterdam,53
7q2B4M5EiBkqrlsNW8lB7N,2001,23,album,1999-11-16,Aftermath,83
58UfZvPf388nNXT6nnszRp,Dilemme (with tha Supreme & Mara Sattei),1,single,2020-04-02,Columbia,45
0uyb1O2aodxewxYrAHzqIn,Warriors,1,single,2020-01-10,Riot Games,60
4enE8eppWJ9fQXLqTP2TDE,Pressure,6,single,2019-02-01,Republic Records,63
5m6qywwXbrvheftV15bf4q,Carillon (with Achille Lauro),1,single,2019-12-11,WM Italy,49
0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",14,album,2019-03-29,Darkroom/Interscope Records,86
2yDUfXlMlItr9VZyJTVA7G,UNA FAVOLA,1,single,2020-05-01,℗ 2020 a YOLOWN © Entertainment Release,0
42WVQWuf1teDysXiOupIZt,Birds In The Trap Sing McKnight,14,album,2016-09-16,Epic/Grand Hustle,82
6HJDrXs0hpebaRFKA1sF90,ROXANNE,1,single,2019-10-10,Arizona Zervas,68
5VdyJkLe3yvOs0l4xXbWp0,17,11,album,2017-08-25,Bad Vibes Forever / EMPIRE,85
6gblom0Rg1ZWvhMI1w2RUU,Night Visions (Deluxe),20,album,2014-09-29,Kid Ina Korner / Interscope,41
0CoiTAUBiO70lic9p9Lboq,The Heist (Deluxe Edition),18,album,2012-10-09,Macklemore,0
37CqAwxTungNxKpIK5vSgE,hot girl bummer,1,single,2019-08-23,Beartrap/ Alamo/ Interscope Records,15
5sXSHscDjBez8VF20cSyad,No Time To Die,1,single,2020-02-13,Darkroom/Interscope Records,68
7fRrTyKvE4Skh93v97gtcU,dont smile at me,9,single,2017-12-22,Darkroom,82
2p9gK2BcdrloHNJwarc9gc,death bed (coffee for your head),1,single,2020-02-08,Columbia,72
1GQ97OYUnF24wf1h4B9bzr,Believe,14,album,2017-09-21,Phil Larson,35
1mYDKw3w4jPWautkQEs56K,New Blood,14,album,2018-06-22,Barong Family,49
361T1uXWyuak02E2W6tBs8,Isis,1,single,2019-05-23,Twenty Nine Music Group (Joyner Lucas),50
2zC7zR2MR9AvpM1hQCzGNG,Toss A Coin To Your Witcher,1,single,2020-01-22,Masterworks,49
6tkjU4Umpo79wwkgPMV3nZ,Goodbye & Good Riddance,17,album,2018-12-10,Juice WRLD Mixtape / ISR P&D,86
1qMo5GH6oprj1nSjado3mX,Cin Cin,1,single,2019-05-24,Wanderlust Society distributed by Artist First,0
1TkwzY3l4LqAfrQwBAx45Q,deadroses,10,album,2015-02-14,beartrap,66
67ErXRS9s9pVG8JmFbrdJ0,Ella Mai,16,album,2018-10-12,10 Summers / Interscope PS,71
0nyCzNgUHC8XgP9oIG657h,No Retreat,1,single,2019-05-17,All My Friends,28
414ovELKpZtIZMlZTp39ce,Amsterdam Twerk Music,4,single,2013-10-15,Mad Decent,56
3XzSOIE6zGLliuqsVGLmUc,MIDDLE CHILD,1,single,2019-01-23,"Dreamville, Inc., Under exclusive license to Roc Nation Records",73
5VcOoSq5hMQb3bNa0sBKOe,"Body Head Bangerz, Vol. 1",16,compilation,2004-10-26,"Body Head Entertainment Films, LLC",65
4jYST2srvgmyufpKgh8Z9B,Look at Me Now,1,single,2017-07-01,Brennan Savage,57
69Iohe9im7tmyCZfvQUUMN,Stronger,1,single,2017-12-09,NCS,0
3HNnxK7NgLXbDoxRZxNWiR,Kamikaze,13,album,2018-08-31,Aftermath,74
3U1X1wd3lX7EteWYhS2hpT,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",1,single,2017-11-18,Atlantic Records,62
09Q3WwGYsQe5ognkvVkmCu,When It's Dark Out,17,album,2015-12-04,BPG/RVG/RCA Records,70
5OZJflQcQCdZLQjtUudCin,BADLANDS (Deluxe),16,album,2015-08-28,Astralwerks (ASW),71
6q1VCmcryQVY1uf1ZNKA6V,Playlist Live,27,album,2019-12-06,Epic,44
5LZSpPoBVBsh6kRSEKfPQ8,Get You The Moon (feat. Snøw),1,single,2018-10-08,Columbia,69
6Nd4PYvQ7aYid1Gn6sWgeG,Better,1,single,2018-09-14,"Right Hand Music Group, LLC/RCA Records",58
4i3rAwPw7Ln2YrKDusaWyT,everything i wanted,1,single,2019-11-13,Darkroom/Interscope Records,75
2OJ3hrfbAj2sdswRqIj5CB,The Ultimate Gary Glitter,20,album,2011-11-13,Snapper Music,40
2NFbVvtSCSZpTX7fQpMOCN,Abstract Art,17,album,2015-10-11,K.a.a.n.,42
0tgdYSKotY7RohKrbmYfKx,Un bacio (Deluxe Edition),19,album,2016-05-16,VNT1 Records,0
42wflBbrb9OchJfd3qiGRO,23 6451,20,album,2019-11-15,Epic,63
389d4pSwwuFlDxsvOwsIXd,Ruckus,1,single,2019-10-11,Good City Music,39
2uk7M85rUrDjdXKs7o0MZr,Stay the Same,6,single,2017-08-14,SWS Records,36
1W1fCO5NSFbD6ZFXjIn02B,SOLOS,25,album,2017-09-19,Repost Network,44
0fYctMs4EvoEqzDh8Kmg5g,Gangsta's Paradise,14,album,1995-11-07,"Tommy Boy Music, LLC",2
1oLdPWpMNNqxsyyIuy3hBx,"YOSHI (feat. thasup, Fabri Fibra & Capo Plaza) [prod. Strage [Remix]]",1,single,2019-09-13,Epic,38
3HzUH9fh5DExUQXfIAt9wI,INTRO,1,single,2019-09-19,South Coast Music Group/Interscope Records,0
55UT4Mjyt5RWjl10ScOt3l,whatever it takes,1,single,2018-08-04,702622 Records DK,0
30gnisiaho0Y6KRWJ7gIaA,Legends Never Die,1,single,2017-09-15,Riot Games,68
6rzMufuu8sLkIizM4q9c7J,LONG.LIVE.A$AP (Deluxe Version),17,album,2013,A$AP Worldwide/Polo Grounds Music/RCA Records,75
6ynneRGMtdBnKjNaTvmM4N,Тает лёд,1,single,2017-03-10,PAPA MUSIC,49
5Z6pmuZY9xZuRv8CxcwQtL,Strangeulation (Deluxe Edition),21,album,2014-05-06,"Strange Music, Inc",48
10v912xgTZbjAtYfyKWJCS,Highway to Hell,10,album,1979-07-27,Columbia,77
5NH94cATqx5fjBE794xZLy,Collision Course (Deluxe Version),6,single,2004-11-30,Warner Records/Roc-A-Fella,65
6Q0aPCxLqK5EDSJdlPkNeT,Believer (feat. Lil Wayne),1,single,2019-01-07,Kid Ina Korner / Interscope,50
4OAzTjKrZX2tsO64fuvUGA,The Way,10,album,2011-06-30,Zack Hemsey,1
5xN7Qp2mQvs0QfT1py6jO1,Ronin,10,album,2013-04-30,Zack Hemsey,0
0HqIXC66tCxkYhvyarqOyT,God of the Serengeti,18,album,2012-10-22,Enemy Soil,47
4AabsQ6plH3OmdE6BWI04j,rockstar,1,single,2017-09-15,Universal Music Group,12
2FCnqgKag6FTtXOG2FEl5P,Lento,1,single,2019-06-07,Guna,52
061IeHu2QcmToSRzRkzeqM,Committed to the Crime,6,single,2014-10-07,Chaos Chaos,49
7vA3usjQBaPKpOQxyVBrAN,Lupo di Hokkaido,7,album,2019-05-24,Glory Hole Records,34
65JmkZAcCqtinkrpLri9TO,Tu che ne sai (feat. Zoda),1,single,2019-07-12,Yalla Movement,31
34tqlcJbqkzzigzjIPJK9i,COME IL RE LEONE,8,album,2018-10-30,CRANIO RANDAGIO,40
0KcRX7YkMZ4mwOkEiCb9zw,Cage The Elephant,11,album,2008-01-01,Relentless/Virgin,0
6npEZ6PLRAhagB3cwDZ3l7,The Great Depression,17,album,2001-01-01,RAL (Rush Associated Label),53
7A8fZ2jjiu5heq7wNCutKN,VHS,20,album,2015-06-30,Kid Ina Korner / Interscope,72
33TJ52PuwenGmysJrwMGCe,"Come Over When You're Sober, Pt. 1",7,album,2017-08-15,Lil Peep,3
2udv3G6saR7mLvp20Sfvcw,Start A Riot,1,single,2015-12-04,Island Records,43
47BiFcV59TQi2s9SkBo2pb,Recovery,17,album,2010-06-18,Aftermath,80
4kOACyHbEPgbnmyF5nCYB7,Pianeti,14,album,2017-10-06,Honiro,64
6400dnyeDyD2mIFHfkwHXN,Pablo Honey,12,album,1993-02-22,XL Recordings,0
1XwUi4OQvHNpsChHD7Ifah,Without You,1,single,2018-12-02,TuneBase,12
3LfSL8GflXlUnz8H0wlc9z,Covers,4,single,2018-10-27,1022227 Records DK,47
38kpkGLuPr1nNfD3iEyOlJ,Old Town Road,2,single,2019-04-05,Columbia,0
6DmoDMDN8887uv0KL5kwbF,My Liver Will Handle What My Heart Can't,13,album,2015-09-21,Universal Music Group,0
1Ehq0w6zLcZAM0CzcKocI6,Nonno Hollywood,1,single,2019-02-06,RCA Records Label,24
1OzQ5JSUO7UqTeCgtzIrpH,La Câlin,1,single,2017-04-10,Derin Müzik,0
1KasGIvIUzh4NsNpaJM4MW,Tenebra è la notte ed altri racconti di buio e crepuscoli,15,album,2019-02-01,Mandibola Records/Glory Hole Records,0
2eLcG0rEYCIvG9yKdE18e6,Suicidol,15,album,2015-05-26,Epic,58
1VAc77UvK5wj8ZSWCo3V2b,The Beautiful & Damned,20,album,2017-12-15,BPG/RVG/RCA Records,72
4C6GJ6XMpIPzdERqcPu0zC,La fine del mondo,1,single,2018-11-23,RCA Records Label,36
7kSa9AwcDQ6ZUScaXxp8zP,Creed II: The Album,15,album,2018-11-16,Creed 2 Soundtrack,61
4z7w3IoSFgysP7iNpDgUqu,The Punisher (Original Soundtrack),21,album,2017-11-17,Hollywood Records,47
5EJyNVOYEOgnwz9R1Mwm8w,Non voglio morire,1,single,2018-12-18,Honiro,15
50U6BTYJotIaPUBOUBInTL,11:59 (Deluxe),13,album,2010-08-02,Atlantic Records,42
1f2q2JQ3GFwIrWch2JLC0u,MAÑANA SERÁ BONITO (BICHOTA SEASON),10,album,2023-08-11,Bichota/Interscope Records,0
3SHq2tBWWsAG6NEOMKZSj0,bad idea right?,1,single,2023-08-11,Olivia Rodrigo PS,0
7K3BWpksmH4L7BoqUdhZrL,adore u,1,single,2023-08-11,Atlantic Records UK,0
1WTsQGAIC9JKFwP5iSgGU3,SUPPOSED TO BE LOVED,1,single,2023-08-11,"DJ Khaled Productions, Inc / Def Jam Recordings",0
5xnXOCf5aZgZ43DgGN4EDv,Volcano,14,album,2023-08-11,Caiola Records,0
1k0F8bRdT0klGyWqQa8IPy,Andaluza,1,single,2023-08-11,NASTU MUSIC,0
3EV8D8ljJf9bxlWCbpzmTJ,Elevator Eyes,1,single,2023-08-09,Pretty Swede Records,36
5PrrhEOjQwqY1VsVuG4vQZ,DELIRIUM,2,single,2023-08-11,"Not Fit For Society, Inc.",0
4zkMdAqSIOLL2BOFZeQ3tg,A Love Letter To You 5,19,album,2023-08-11,"1400 Entertainment, Inc. / 10K Projects",0
0QjhNM3DEemC41NSJ4Lu6E,Now It’s Real,1,single,2023-08-11,1017/Atlantic,0
0J6bZG0J9hhW3SijDBKw1B,Number 9 (feat. Lil Yachty),1,single,2023-08-11,ByStorm Entertainment/RCA Records,0
1oxbrgjKFu46YXY6zVZf9G,Goodbye Never Felt So Bad,1,single,2023-08-11,Mercury Records/Republic Records,0
6ICcS5WGbZr33DESzK9Xiq,Caught Up On You,1,single,2023-08-11,Arista Records,0
7rCb8j8kaVvoKE44Dxf21y,Genesys,14,album,2023-08-11,Anyma/Afterlife/Interscope Records,0
2ooyO0Krh2H87j4hJbPQiE,The Complete Collection,8,album,2023-07-21,Universal Music Division Island Def Jam,0
3rGYf6tkyIJ4BE2O2k7o0d,Atmosphere,1,single,2023-08-11,Catch & Release,0
357UpZKMD6Ar47ULSVhYpi,Pools and Palm Trees,1,single,2023-08-11,Republic Records,0
7wl14HB2GYgR6ptsVuLq8z,The Hype,1,single,2023-08-11,Universal-Island Records Ltd.,0
6JyUhSZBLGYfPVGCsQGVnL,Un Deux Trois,1,single,2023-08-11,Zeitgeist,0
2rtHVEjKt47DVX17QI6Iqa,In My Bed,1,single,2023-08-11,Creator Records,0
3NVn8xsuoWREk1RCnNNHGo,Coming Home (feat. Norma Jean Martine),1,single,2023-08-11,Island Records,0
1zli9BhqCmdNUeLXd2JFQm,Parcera,1,single,2023-08-11,"Ultra Records, LLC",0
19F2dOW0JWTAuK941khqsA,Give You Love (feat. Jason Derulo),1,single,2023-08-11,WM Australia,0
4MxTYuvXTiZpKH0nnzcu7V,Fire of Mercy,1,single,2023-08-07,Domino Recording Co,26
1OheOBc8tPeAQRNoFAq6ve,the slab,3,single,2023-08-09,Dead Oceans,35
5rQBs4ikSzjlBG0kONn6Vj,Volume 3,6,single,2023-08-10,Pink Sweat$,0
5jpSuwPrhaoDCnok7eoHQJ,Finché Notte Non Ci Separi,1,single,2023-08-11,NOVABRIXIA,0
6Dnz4ttJCfBT9ZgsswTa1E,GBG (feat. Marshmello),1,single,2023-08-11,Winners Circle/RCA Records,0
5bVIz2j5nOioetMjM0T4F9,bigger thën everything,1,single,2023-08-10,Field Trip Recordings/Geffen Records,0
5Cfrwq2WmiSRAm5vRpjxse,Mami (feat. BIA),1,single,2023-08-10,URBAN,0
39WBRLH8CvDmOV8snicCzk,WE MAN,1,single,2023-08-11,Silnyya,0
3sUtbZaCmM9jT739MSZKPy,Drive me crazy,1,single,2023-08-11,33GANG ENT.,0
6agQKhrctciHD4QH7KufOS,The Death Of Randy Fitzsimmons,12,album,2023-08-11,Disques Hives,0
4zDORUOtdnZm1x4IhgMtAD,The Good Life,12,album,2023-08-11,BMG Rights Management GmbH,0
5fEDgKojVggsini4nyUhX3,All The Things,1,single,2023-08-10,Polydor Records,0
7pXHM8pLfASnm2NqIqFaKf,Magical Signs / Humans,2,single,2023-08-11,SHEN Recordings,0
7aZzOXdbZOl9A8FL3z1c20,MANIC,1,single,2023-08-11,Big Beat Records,0
2PWIpFE5JdIWvcimrvF9Wn,I Can't Stop,1,single,2023-08-11,TVORCHI / Best Music,0
39jSSdovMUWcpGfBztEPay,Happy Again,1,single,2023-08-11,Universal Music AB,0
3n22PGmZoD2DTEr9AuBws4,"you, green",10,album,2023-08-10,Dance To The Radio,0
6AzvKQoqiD8PHz5n9b4XqT,Eats The Tale,2,single,2023-08-10,Young Art Records,2
35eJbxlhdwCwHBWO40MJ3h,Diabla (feat. Baby Rich & Don Pero),1,single,2023-08-11,Pulp Entertainment Srls,0
2h2JocXmw1JjBM52U1sHL9,Muori!,1,single,2023-08-11,Orangle Records,0
7zvA7MTa3LecAa491Ho10i,9MM,1,single,2023-08-11,911 ENT.,0
3HVCEunHy1YDjtBjmWNdtv,DRUMMER,11,album,2023-08-10,Future Classic,0
5v9ShaPCZn1arjR9BmkUNy,Drunk & Loud,1,single,2023-08-10,This Fiction,1
3dWIZSGz9moClPtrw9u9Zu,Before,3,single,2023-08-09,section1,13
17yIxFRdGF7Kt2NdupdPzh,Welcome to the Show,3,single,2023-08-09,earMUSIC,17
6S7CreBwrPpnS6JZBc0S15,Dammene ancora un po',1,single,2023-08-11,Blue Loft Records,0
5Ne85eKSShHPNuoGZCfBik,SOLACE,7,album,2023-08-11,Encore Recordings,0
2uKdFaQMLtLkOHthm855ns,bellissimissima <3,1,single,2023-05-12,Artist First,71
5cH7FqB7JD5q1tJXJ7FHYu,Dance The Night (From Barbie The Album),1,single,2023-05-25,Atlantic Records,86
38cYOdPjt5btA4AMYmbZjn,ITALODISCO,1,single,2023-05-05,WM Italy,73
0yMMpOLjvKuWs2dnXlGgYK,Rubami la Notte,1,single,2023-05-19,Columbia,69
4Uyh7I3ywchoaZaZaQE4cZ,Fragole,1,single,2023-05-12,Elektra/WM Italy,68
3DIE5BHMhtSsi38Nhi1z4e,DISCO PARADISE,1,single,2023-05-25,Warner Music,71
1Q2gs2NTXULiFqwCiv5JdG,TAXI SULLA LUNA,1,single,2023-06-08,Universal Music Italia srL.,70
4mDNlXka14q7OXt8nwzylf,Ci pensiamo domani,1,single,2023-05-12,BMG Rights Mgmt Italy S.R.L.,69
6q7bwUSY4WvyD6WkyDtbzH,Mon Amour,1,single,2023-03-31,Warner Music,70
0EtbYgB5v6HF3VgWVYOOOi,"Gelosa (feat. Shiva, Sfera Ebbasta, Guè)",1,single,2023-02-24,Epic,71
4ryxRPTcHPcbSKN8WbmHDC,Un Altro Mondo (con Tananai & Marracash),1,single,2023-06-21,Universal Music Italia srL.,65
4RVfbFT2GfDqhmaMT0ro75,MATERIA (PRISMA),37,album,2023-05-26,Epic,69
3ARAg9P6I7BCuwRy0UJKos,Non litighiamo più,1,single,2023-03-31,Epic,69
72FNv51OVhZ0ueIl7Hrlta,HOLLYWOOD,1,single,2023-06-09,Atlantic/Island/WM Italy,65
4PNqWiJAfjj32hVvlchV5u,"Quevedo: Bzrp Music Sessions, Vol. 52",1,single,2022-07-06,DALE PLAY Records,81
5WbgkuQehIgUQn9s5gpbZH,"MIRAGE (feat. Ozuna, Sfera Ebbasta & GIMS)",1,single,2023-04-14,Epic Local,71
10eNMeTimUzAKLhCOpIUlb,K-POP,1,single,2023-07-21,Cactus Jack/Epic,82
7kPBwGRrSCDXGUuxcD6AWb,ASPETTANDO LA BELLA VITA,11,album,2023-07-20,Trenches Records Ent.,62
3jpLucgWNCwEaAuw4oMBUq,PARAFULMINI (con Bresh & Fabri Fibra),1,single,2023-05-25,Universal Music Italia srL.,61
5FAlSQMZ4j8pPa4sp0ZB4K,IL CORAGGIO DEI BAMBINI,18,album,2023-01-06,Columbia,76
50uChhk7AKkzDKytDixjYW,RR,3,single,2023-03-24,Columbia Records/Duars Entertainment/Sony Music Latin,83
6h5tdNdOnnFL6zbeMeeqdk,Reinsertado,19,album,2023-05-12,M.D.L.R,80
5gCcb5fsSb6w5K8SyJrgtB,WHERE SHE GOES,1,single,2023-05-18,Rimas Entertainment LLC,86
44iFvVtFduw0s4bPAk5skP,Innamorato,12,album,2023-04-13,Universal Music Italia srL.,72
327tc3Eruk1HP1w62iqROy,Baby Don't Hurt Me,2,single,2023-04-06,Parlophone UK,82
2LVDNOUUy2g8517ZEtQIcK,(It Goes Like) Nanana [Edit],1,single,2023-06-15,XL Recordings,82
18NOKLkZETa4sWwLMIm0UZ,UTOPIA,19,album,2023-07-28,Cactus Jack/Epic,100
5CM66hwjlbZ06LhONWXOAs,Barbie World (with Aqua) [From Barbie The Album],1,single,2023-06-23,Atlantic Records,84
62zvNsNxirBdtlb1YQAkX1,LA FINE DEL MONDO,1,single,2023-05-12,Warner Music,65
060HF45et7bfm9rkxtLPBP,VIDA LOCA (feat. Medy),1,single,2023-07-07,Matteo D'Alessio,59
34xqVY6cGU0SpipmZ8pj3x,Alta marea,1,single,2023-06-16,Carosello/WM Italy,65
4oUqxRcUDEwAPqpYgOYuUG,Santana Season,13,album,2023-06-09,Milano Ovest,75
1CUZTsdUtnhtirsffXGMX7,Guasto D'Amore,1,single,2023-01-27,Epic,66
5r2DMxv3IGCkVIhksqgkFy,Nove Chiamate,7,album,2023-01-13,Columbia,66
2vwWPY6vz4HgqEb4PFPq0p,Coca zero,1,single,2023-03-31,Columbia,60
3AafSrFIbJPH6BJHiJm1Cd,"What Was I Made For? [From The Motion Picture ""Barbie""]",1,single,2023-07-13,Darkroom/Interscope Records,86
6ZEXxjoXce42TAPSQtzCs6,Ancora,3,single,2023-06-21,Universal Music Italia srL.,64
2eV25SPEQ57dzp4Qs9FonT,FEDE,13,album,2023-07-21,WM Italy,63
6hGUJpYzwN9DPqVUC2onlU,Radio Gotham,14,album,2023-01-20,Columbia,66
3puAvurwvtvi1rodndIPW8,LA VIDA ES UNA,23,album,2023-03-23,WEA Latina,89
2DsrAMSZE08IvsVnluai0A,Altamente Mia,1,single,2023-04-07,Epic,61
329aNexZnIOYq7GaNHCxSC,Pelé,1,single,2023-03-16,Universal Music Italia srL.,67
3P40qeC2k4oGbF89ppRUJO,Baby Mama,1,single,2022-10-27,Pulp Entertainment,62
5kqfR7EuGbyp8x27Pr1kY9,vampire,1,single,2023-06-30,Olivia Rodrigo PS,87
5beJZJo0DqVaPVlA1cHwjj,MERCHO,1,single,2022-12-16,Sony Music Argentina,76
4eoF8b15EaosNzpn2N3Rt9,Shorty Party,1,single,2023-03-04,"Babilonia Music, S.A. De C.V.",74
5k0Gpr3JOlSNhF0VeSZ0zs,Rinascimento,10,album,2019-03-06,Stirpe Nova,50
6OvDrWqXGbPBTyovcFmQO5,I’m Just Ken (From Barbie The Album),1,single,2023-07-21,Atlantic Records,69
2rb6C1wUwk7hFOVmfgt19k,Zanaka (Deluxe),16,album,2016-11-25,Columbia,73
4SZko61aMnmgvNhfhgTuD3,Graduation,14,album,2007-09-11,Roc-A-Fella,87
2fenSS68JI1h4Fo296JfGr,folklore,16,album,2020-07-24,Taylor Swift,91
5l0QlaI3wdZpE7ggoO5Rwg,Sprinter,1,single,2023-06-01,Neighbourhood / Live Yours,85
1CxqsMftYqwpHFyV0llE5q,Domani ci passa,1,single,2019-04-05,Ludwig Official,56
41iAYv4hU3BL86F0sOTvqp,Tá OK,1,single,2023-05-04,Sony Music Entertainment,80
6MLx7SZjcmMHNUJc1Tcir0,Speed Drive (From Barbie The Album),1,single,2023-06-29,Atlantic Records,78
1BOZNMzXTIkz8nUfGCxfpe,From The Start,1,single,2023-05-11,Laufey,77
2G4AUqfwxcV1UdQjm2ouYr,Ghost Stories,9,album,2014-05-19,Parlophone UK,80
4LPEPv5dG2Cu5aceakd1cm,M' Manc (con Geolier & Sfera Ebbasta),1,single,2020-06-11,Universal Music Italia srL.,61
7kV5GsdeIupIcevrNDfFUz,RITMO DE TREINO,1,single,2023-06-14,YOUTHISENDING,66
7sxJ0kJ1I7cDD3OGIzOtnx,Pink (From Barbie The Album),1,single,2023-07-21,Atlantic Records,59
0cnd1tlGnbfScH1KWwgxan,Viva La Vida or Death and All His Friends,10,album,2008-06-19,Parlophone UK,68
11dh7pT3FRrGkI3TXl0e4k,Mainstream (Deluxe Edition),11,album,2016-06-03,Bomba Dischi,60
1Dwq1mXGAe79jZ1U7KHWq6,MALESSERE,1,single,2023-07-05,Dyco,42
7CIlHDEtln2cbqATa3uRoF,ALBV,1,single,2023-03-24,Trenches Records Ent.,59
1NAmidJlEaVgA3MpcPFYGq,Lover,18,album,2019-08-23,Taylor Swift,96
2k7vGyQFY5ILNhRf6Ia68J,Moulaga,1,single,2019-12-13,Midi Midi Production/150 Prod,69
2HuMAoXpr6HDryNHipbCpB,MONTAGEM - PR FUNK,1,single,2023-05-01,S3BZS,78
4E7bV0pzG0LciBSWTszra6,X&Y,13,album,2005-06-07,Parlophone Records Limited,78
5qmZefgh78fN3jsyPPlvuw,a Gift & a Curse,15,album,2023-06-16,300 Entertainment,88
1Umud5EOQ4sNzbOyewF67O,Portami Con Te,11,album,1999-05-10,RCA Records Label,54
3tIWwSutrmjyPRqkmAugoW,Malatìa,1,single,2022-09-20,Jesce Sole,55
57bOm4y0cT0j9Kwl7Osasj,Mona Lisa (Spider-Man: Across the Spider-Verse),1,single,2023-06-02,Columbia,74
4zxnDWLdTfs3UnOkPqaziK,Quanto Manca,10,album,2020-01-01,Universal Music Italia srL.,59
6nuNEPqjdcumKXE0Nd99Wr,LIBERATO,11,album,2019-05-09,LIBERATO,62
4jgelDulWcFndTEWGLyqJw,Casper,1,single,2023-05-19,Columbia Local,57
71MqBkcflJ1Rz1SHo8XSi5,What It Is (Versions),6,single,2023-03-17,Top Dawg Entertainment/Capitol Records,80
0EYKSXXTsON8ZA95BuCoXn,Lay Low,1,single,2023-01-06,Musical Freedom,75
5rLrnpQAVeBYEw6tH6PUKj,Due Vite,1,single,2023-02-08,Epic,62
0LRTS7FyYLppkDLOZT02Xp,Tattoo,1,single,2023-02-25,Universal Music AB,80
5letLUZIFsQikJYShfGNs4,The Beginning: Cupid,3,single,2023-02-24,WM Korea,86
2pFX16u42q0e5F5vRmmzYT,The Heist (Deluxe Edition),18,album,2012-10-09,Macklemore,65
6Fkp68IAnNvIRJ8rm1MxhB,Queen of Kings,1,single,2023-01-09,Universal Music AS,70
1y8Yw0NDcP2qxbZufIXt7u,Moonlight,1,single,2023-02-24,Geffen Records,78
5r36AJ6VOJtp00oxSkBZ5h,Harry's House,13,album,2022-05-20,Columbia,91
1RIFJfcfz9CgzSER8yweTm,Senza Di Me,1,single,2018-12-21,Universal Music Italia srL.,55
6jH8B2boL4X8mBVm2R4eaK,Per dimenticare,1,single,2009-05-01,Lasugo S.r.l.,41
5FnVg6RBrEFUIEpHRw8EB1,Madreperla,12,album,2023-01-13,Universal Music Italia srL.,68
4gNqj9AqQFp0OGiwrVTo8W,Mare fuori (Colonna sonora originale della Serie TV),33,album,2020-09-23,Rai Com,58
2vdMQdtjraDA0paMwtEbVd,Regardez moi,10,album,2017-11-24,Undamento,66
2vIDF8BeMN3BcF0yOSMgmN,Relax My Eyes,1,single,2022-11-04,NO ART,71
3TF9WzclcGdnebpaHgMyxh,Jericho,1,single,2023-04-15,Columbia,72
1gi2iwr1l8IUyHYHxi01pg,"Shakira: Bzrp Music Sessions, Vol. 53",1,single,2023-01-11,DALE PLAY Records,79
3QITNyRzvTqn0t9tLmS1Vd,The Super Mario Bros. Movie (Original Motion Picture Soundtrack),37,album,2023-04-07,Back Lot Music,72
29ppT5JZzykgZd8pPhYxwY,Controcultura,18,album,2010-01-01,Universal Music Italia srL.,54
6aBVGuOUEuX18rHxyDWbti,La Bebe (Remix),2,single,2023-03-17,WM Mexico,85
6CvEsGBD3JdbDKpmJaXn2E,Rush,1,single,2022-09-16,Mavin Records,70
0Lk62qOfyMoDWD4iIpNZjy,Shawty (feat. ANNA),1,single,2022-11-30,WM Italy,56
4kOeOxOX8Jr1wCgEQr7M3C,Studio Uno,12,album,2009,Peer Southern Productions,54
3v5BP6gPT1nNU9rjs57fF0,Push Up (Main Edit),1,single,2023-03-31,Columbia/B1 Recordings,74
4EjqOuqjcPm50M6cMZwGYN,Ghettosuperstar,11,album,2023-03-10,1328940 Records DK2,55
2GLuHlc49dJKY8yzxUZb8p,Rien 100 Rien,25,album,2019-06-28,D'Or et de Platine,69
70f70xLCpH7wHaVvB2oZT9,Believe (Deluxe Edition),17,album,2012-06-15,RBMG/Def Jam,74
5As1VmPUMn4HIgYSbFD6l0,Marianela (Que Pasa),2,single,2022-11-25,Cr2 Records,65
4yMQk3qc1pbUOLjgRN1gIB,YAMAMAY,1,single,2023-02-09,Niky Savage,56
7GWVPJPcu8o1LCw94e5Rew,Orange County California,16,album,2017-01-13,Universal Music Italia srL.,62
68L5xVV9wydotfDXEik7eD,five seconds flat,14,album,2022-04-08,Harbour Artists & Music,78
6cVfHBcp3AdpYY0bBglkLN,Boy's a liar Pt. 2,2,single,2023-02-03,Warner Records,81
6rOuSJCksAl2B5KUvVChR3,Fake News,16,album,2022-12-02,Columbia,72
7qMFX6YMY6dhl4OWzve4ty,SIRIO,26,album,2022-04-07,Universal Music Italia srL.,66
0Zovm2YyZr0yUhiQAVuJAO,IO NON HO PAURA,17,album,2023-05-04,Universal Music Italia srL.,64
6QqDUInH8FiRADP1bG8LZF,NO STRESS,11,album,2023-07-07,Atlantic/Island/WM Italy,67
5y2UTfhxtOcFE1v5S585kK,FEDE,14,album,2023-04-28,Warner Music,47
0sAh6LuYBSiFz3PVSkWCbF,Venduti,13,album,2023-07-13,Universal Music Italia srL.,58
09eLFhImEeeEDKlaLznMOv,Rolling Up the Welcome Mat (For Good),7,album,2023-08-11,Black River Entertainment,0
