id,name,album,uscita,artista,collaboratori,generi,popularity,key,bpm,energy,danceability,happiness,loudness,acousticness,instrumentalness,liveness,mode,speechiness,time_signature,valence,canzoneArtistaPreferito,canzoneSimileArtistaPreferito,canzoneSimileGenerePreferito,GenerePreferito,artistaPreferito,artistaPreferitoCoinvolto
7JM71c4NDJh0gllX45eWRi,To_This_Day,To_This_Day,2023-06-20,DESTIN_CONRAD,['Musiq_Soulchild'],"['alternative r&b', 'indie r&b']",59,6,105,0.54,0.45,0.37,-8.54,0.61,0.0,0.3,0,0.086,3,0.37,0.0,0.0,0.0,0.0,0.0,0.0
49NAdUsRKTFK3Lz8k0yQNy,Toxic_Trait,Toxic_Trait,2023-06-22,Stormzy,['Fredo'],"['grime', 'uk hip hop']",72,10,140,0.79,0.76,0.86,-4.45,0.1,0.0,0.09,0,0.256,4,0.861,0.0,0.0,0.0,0.0,0.0,0.0
6bcjN31l2M7nddJMKBJbDN,Bounce,Bounce,2023-06-20,Oliver_Tree,[],['alternative hip hop'],68,0,176,0.68,0.61,0.55,-4.93,0.03,0.0,0.47,0,0.057,4,0.548,0.0,0.0,0.0,0.0,0.0,0.0
6mlht8uraBsyvWMLMVaU2G,Run,The_Good_Witch,2023-06-23,Maisie_Peters,[],"['alt z', 'uk pop']",65,1,164,0.84,0.66,0.47,-5.5,0.23,0.0,0.18,1,0.173,4,0.466,0.0,0.0,0.0,0.0,0.0,0.0
3sXDgpJTEbjbLnrACFMjo1,Loose_Cannon,Loose_Cannon,2023-06-23,Jake_Owen,[],"['contemporary country', 'country', 'country road']",57,7,156,0.55,0.41,0.5,-5.82,0.51,0.0,0.11,1,0.027,4,0.504,0.0,0.0,0.0,0.0,0.0,0.0
3ULSfbtXLBo4AehHye9ft9,Odyssey,Odyssey,2023-06-21,Beck,['Phoenix'],"['alternative rock', 'anti-folk', 'permanent wave', 'rock']",63,6,116,0.78,0.69,0.89,-3.74,0.07,0.0,0.32,1,0.038,4,0.89,0.0,0.0,0.0,1.0,0.0,0.0
6reL5LwIwHkDXcKff9ZbKV,Shy_Boy,Shy_Boy,2023-06-23,Carly_Rae_Jepsen,[],"['canadian pop', 'dance pop', 'pop']",62,8,103,0.86,0.7,0.91,-4.67,0.03,0.0,0.05,1,0.092,4,0.908,0.0,0.0,0.0,1.0,0.0,0.0
5f2aqqLjBh5xRt35Ji2xq7,Everything_Ends_(feat._Lizzy_McAlpine_and_Tiny_Habits),Everything_Ends_(feat._Lizzy_McAlpine_and_Tiny_Habits),2023-06-23,JP_Saxe,"['Lizzy_McAlpine', 'Tiny_Habits']","['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']",62,4,94,0.33,0.54,0.41,-13.66,0.87,0.0,0.1,1,0.052,3,0.405,0.0,0.0,0.0,0.0,0.0,0.0
2GQqCyDCD0Z7BL2otJkFRh,lie,lie,2023-06-23,Nessa_Barrett,[],['social media pop'],68,2,155,0.5,0.65,0.66,-8.26,0.32,0.0,0.13,1,0.04,4,0.656,0.0,0.0,0.0,0.0,0.0,0.0
5Fl7K6enaM7IDuOkmdbdXg,SWINE,SWINE,2023-06-22,Demi_Lovato,[],"['pop', 'post-teen pop']",64,7,112,0.94,0.54,0.35,-2.03,0.0,0.0,0.07,1,0.276,1,0.352,0.0,0.0,0.0,1.0,0.0,0.0
23L1gQJjtlZMrZPZvluyQe,Presidential_Rolex,Presidential_Rolex,2023-06-19,Key_Glock,[],"['memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']",67,8,148,0.46,0.9,0.08,-4.35,0.01,0.0,0.11,1,0.164,4,0.0794,0.0,0.0,0.0,0.0,0.0,0.0
3erWnQRZiMmOzRqnVhHaox,Shiesty_(feat._Kali_&_Sexyy_Red),Shiesty_(feat._Kali_&_Sexyy_Red),2023-06-23,Finesse2tymes,"['Kali', 'Sexyy_Red']",['memphis hip hop'],56,11,133,0.68,0.85,0.16,-5.34,0.0,0.0,0.11,1,0.178,4,0.16,0.0,0.0,0.0,0.0,0.0,0.0
4W7bfpXBXrH79dnWyJMkEX,If_Only_I_(feat._Bebe_Rexha),If_Only_I_(feat._Bebe_Rexha),2023-06-23,Loud_Luxury,"['Two_Friends', 'Bebe_Rexha']","['edm', 'pop dance']",67,0,120,0.73,0.69,0.69,-5.06,0.16,0.0,0.11,0,0.036,4,0.693,0.0,0.0,0.0,0.0,0.0,0.0
17RGvFoLuxUHsHI28Jkvsx,Without_You,Without_You,2023-06-23,Diplo,['Elle_King'],"['edm', 'electro house', 'moombahton', 'pop dance']",63,1,138,0.73,0.61,0.33,-8.3,0.3,0.0,0.08,1,0.043,4,0.333,0.0,0.0,0.0,0.0,0.0,0.0
6fLOf6vy3ZXYqJPAETavUb,So_Many_Summers,So_Many_Summers,2023-06-23,Brad_Paisley,[],"['contemporary country', 'country', 'country road']",59,0,110,0.87,0.52,0.4,-5.95,0.07,0.0,0.07,1,0.043,4,0.397,0.0,0.0,0.0,0.0,0.0,0.0
3iXH8nRdc945PO0GlbOroA,Sandman,Sandman,2023-06-23,Tai_Verdes,[],"['modern indie pop', 'singer-songwriter pop']",61,9,126,0.64,0.88,0.96,-7.95,0.04,0.0,0.34,0,0.035,4,0.961,0.0,0.0,0.0,0.0,0.0,0.0
14OYmvxPRx8lABHthDN4AX,Get_It_B4,The_Idol_Episode_3_(Music_from_the_HBO_Original_Series),2023-06-19,Moses_Sumney,[],"['alternative r&b', 'art pop', 'indie soul', 'la pop']",62,1,125,0.41,0.57,0.24,-9.3,0.36,0.0,0.22,0,0.043,4,0.238,0.0,0.0,0.0,0.0,0.0,0.0
2qUNrUbCYoUE6MsOR3tTD1,kisses,kisses,2023-06-20,Slowdive,[],"['alternative rock', 'dream pop', 'nu gaze', 'reading indie', 'shoegaze']",64,11,128,0.8,0.57,0.47,-7.03,0.02,0.724,0.06,0,0.033,4,0.471,0.0,0.0,0.0,0.0,0.0,0.0
7BE4sJl4U5kPpphtYCq086,Friend_For_Life_(with_Medium_Build),Friend_For_Life_(with_Medium_Build),2023-06-23,X_Ambassadors,['Medium_Build'],"['modern alternative rock', 'modern rock', 'stomp pop']",59,4,147,0.9,0.54,0.76,-4.24,0.2,0.0,0.17,1,0.155,4,0.764,0.0,0.0,0.0,0.0,0.0,0.0
6rQ9mLqGGyqGqqMkUbZBhb,Robberies,Robberies,2023-06-23,King_Von,[],['chicago rap'],69,1,127,0.61,0.86,0.43,-8.84,0.13,0.0,0.1,0,0.324,4,0.434,0.0,0.0,0.0,0.0,0.0,0.0
63nolDQzy67C0vlyNXHfI7,Broski,Broski,2023-06-23,Joyner_Lucas,[],"['boston hip hop', 'hip hop', 'pop rap', 'rap']",61,6,77,0.59,0.6,0.39,-9.42,0.45,0.0,0.26,0,0.503,4,0.394,0.0,0.0,0.0,1.0,0.0,0.0
01QPvRIYC5QG9E3khE6P9M,Como_Yo_:(,Como_Yo_:(,2023-06-22,Marshmello,['Tiago_PZK'],"['brostep', 'edm', 'pop', 'progressive electro house']",72,1,150,0.58,0.75,0.67,-6.63,0.3,0.0,0.2,0,0.065,4,0.67,0.0,0.0,0.0,1.0,0.0,0.0
4EmH2iRucAgCOnhuJRotUi,Drifting,Drifting,2023-06-22,Tiësto,[],"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",71,9,130,0.95,0.62,0.38,-4.87,0.07,0.585,0.16,0,0.039,4,0.376,0.0,0.0,0.0,0.0,0.0,0.0
42LSQpK6JdGjqRttkxIoy1,Gonna_Be_Good,Gonna_Be_Good,2023-06-21,Madeon,[],"['complextro', 'edm', 'electro house', 'electropop', 'filter house', 'nantes indie', 'pop dance']",60,2,78,0.61,0.49,0.15,-7.19,0.23,0.045,0.13,1,0.033,4,0.147,0.0,0.0,0.0,0.0,0.0,0.0
2GSzaHXWxiHCo0pk0uOOpE,True_Colors_(Spotify_Singles),True_Colors_(Spotify_Singles),2023-06-22,Madison_Rose,[],[],50,0,122,0.68,0.58,0.49,-5.0,0.02,0.0,0.21,1,0.044,4,0.49,0.0,0.0,0.0,0.0,0.0,0.0
4ylj6KTRlC25nhizGTlFPA,the_alternative,to_love_in_the_21st_century,2023-06-23,Lyn_Lapid,[],['gen z singer-songwriter'],55,0,117,0.28,0.51,0.2,-9.34,0.42,0.005,0.1,0,0.055,3,0.203,0.0,0.0,0.0,0.0,0.0,0.0
4tEeJe0AS4TbihaokDG6hG,THE_GLADE,THE_GLADE,2023-06-23,Sean_Leon,['Daniel_Caesar'],"['canadian hip hop', 'toronto rap']",62,2,76,0.44,0.29,0.33,-9.85,0.76,0.024,0.24,0,0.05,4,0.329,0.0,0.0,0.0,0.0,0.0,0.0
40tmc5Wjz7tmvtqmspCSp3,Freakin,Antennae,2023-06-23,binki,[],['modern indie pop'],49,1,115,0.69,0.74,0.83,-5.67,0.01,0.0,0.17,0,0.039,4,0.829,0.0,0.0,0.0,0.0,0.0,0.0
1c2B1ScCR9I5WCaLNrvVrj,Prepaid_Wireless,Mr_Big_Shot,2023-06-23,Wallice,[],['indie pop'],50,5,130,0.79,0.64,0.37,-5.29,0.12,0.0,0.11,1,0.069,4,0.373,0.0,0.0,0.0,0.0,0.0,0.0
6CjJtGi2x7xiBghJ4E8YIN,New_York_Transit_Queen,New_York_Transit_Queen,2023-06-19,Corinne_Bailey_Rae,[],"['british soul', 'neo soul', 'pop soul', 'soul']",51,2,164,0.97,0.32,0.21,-2.9,0.01,0.0,0.33,1,0.326,4,0.209,0.0,0.0,0.0,0.0,0.0,0.0
4BQxMO6PoNJzY410N8YjsT,mean_girl_(feat._Colbie_Caillat),mean_girl_(feat._Colbie_Caillat),2023-06-23,Ashley_Cooke,['Colbie_Caillat'],"['contemporary country', 'modern country pop']",60,11,82,0.72,0.56,0.31,-5.09,0.21,0.0,0.21,1,0.034,4,0.313,0.0,0.0,0.0,0.0,0.0,0.0
6rPTq5ct9hsJqGzDSTWDnk,too_young_to_die,too_young_to_die,2023-06-20,M._Ward,['First_Aid_Kit'],"['alternative country', 'chamber pop', 'portland indie', 'singer-songwriter', 'stomp and holler']",53,1,172,0.41,0.4,0.26,-11.84,0.76,0.0,0.11,0,0.036,4,0.26,0.0,0.0,0.0,0.0,0.0,0.0
7qAXZbesT1QwNJa5YYUjR5,On_Three,Queen_Of_Me_(Royal_Edition_Extended_Version),2023-06-23,Shania_Twain,[],"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",55,10,95,0.71,0.61,0.69,-6.03,0.03,0.0,0.12,1,0.1,4,0.695,0.0,0.0,0.0,0.0,0.0,0.0
5M9GCkebVFxSBbth4sqeV3,Faith!?,Faith!?,2023-06-23,Chris_Renzema,[],['ccm'],51,9,76,0.5,0.6,0.35,-6.05,0.49,0.0,0.15,1,0.038,4,0.349,0.0,0.0,0.0,0.0,0.0,0.0
3dKzgSWLkbPmPnsWf8BYxs,All_We_ve_Ever_Wanted,All_We_ve_Ever_Wanted,2023-02-28,Palace,[],['english indie rock'],55,0,140,0.67,0.41,0.23,-7.2,0.0,0.019,0.15,1,0.032,4,0.233,0.0,0.0,0.0,0.0,0.0,0.0
6vQCNDNbA0DQoSPftbzS1W,Time_After_Time_-_Spotify_Singles,Time_After_Time_(Spotify_Singles),2023-06-22,Lennon_Stella,[],"['alt z', 'canadian pop', 'uk pop']",54,0,128,0.4,0.65,0.42,-9.45,0.51,0.001,0.08,1,0.029,4,0.417,0.0,0.0,0.0,0.0,0.0,0.0
5deRvXDZlILXkHZG1DA4sJ,Girlfriend,Girlfriend,2023-06-21,Äyanna,[],['chill r&b'],49,1,78,0.72,0.54,0.54,-6.33,0.31,0.0,0.14,0,0.221,4,0.54,0.0,0.0,0.0,0.0,0.0,0.0
1Lyo0G6hpTjWfWi8zjd9Wz,My_Darling,My_Darling_+_Angelus,2023-06-23,Victony,[],"['afrobeats', 'nigerian pop']",63,1,102,0.5,0.77,0.82,-8.69,0.48,0.127,0.11,1,0.167,4,0.824,1.0,0.0,0.0,1.0,1.0,0.0
1LWlpRhu9jUkDK47xzUzu1,I_m_Not_Human,I_m_Not_Human_(feat._Lil_Uzi_Vert),2023-06-18,XXXTENTACION,['Lil_Uzi_Vert'],"['emo rap', 'miami hip hop']",74,9,114,0.35,0.51,0.06,-5.89,0.68,0.0,0.15,0,0.03,4,0.0565,1.0,0.0,0.0,1.0,1.0,0.0
2nFrlrdIJG0mRi1rTWTLIx,Kreepin_(feat._Denzel_Curry),Safe_House,2023-06-23,Danny_Towers,"['DJ_Scheme', 'Denzel_Curry']",[],51,1,162,0.6,0.81,0.66,-5.26,0.01,0.0,0.11,0,0.36,4,0.655,0.0,0.0,0.0,0.0,0.0,0.0
4xUtTQuVT6UBF76SPsgOsr,RoCKSTAR_2.0,RoCKSTAR_2.0,2023-06-21,Duki,['Jhayco'],"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste', 'urbano latino']",78,2,170,0.55,0.63,0.3,-12.12,0.0,0.0,0.13,1,0.069,4,0.297,0.0,0.0,0.0,0.0,0.0,0.0
5OehhztxLfJeCxUMbFfPy6,Broken_Melodies,Broken_Melodies,2023-06-19,NCT_DREAM,[],"['k-pop', 'k-pop boy group']",71,1,150,0.82,0.58,0.39,-2.98,0.19,0.0,0.18,1,0.049,4,0.392,0.0,0.0,0.0,0.0,0.0,0.0
7z9TlbrDkEkwKAyScdDamy,Natural,Lost_In_Translation,2023-06-23,Valley,[],"['indietronica', 'singer-songwriter pop']",56,9,94,0.72,0.63,0.81,-5.24,0.05,0.0,0.12,0,0.041,4,0.811,0.0,0.0,0.0,0.0,0.0,0.0
4TPEq6x5AKefHfLyyyfEu5,I_See_Myself,I_See_Myself,2023-06-20,Geese,[],['crank wave'],47,5,132,0.61,0.77,0.89,-7.7,0.17,0.0,0.46,1,0.038,4,0.892,0.0,0.0,0.0,0.0,0.0,0.0
0kQTQQzTCf958lQCmPTraa,SOUL_SURVIVOR,THE_SOUTHWESTERN_BENEDICTION,2023-06-23,C.S._Armstrong,[],[],45,5,138,0.74,0.59,0.46,-5.97,0.47,0.0,0.25,0,0.249,4,0.456,0.0,0.0,0.0,0.0,0.0,0.0
78caUue2kS1L8XZgPijdn6,I_Hate_Byron,I_Hate_Byron,2023-06-23,Byron_Messia,[],[],43,5,116,0.41,0.68,0.39,-9.92,0.21,0.0,0.1,0,0.42,5,0.389,0.0,0.0,0.0,0.0,0.0,0.0
2ODIVQXwaezpchs1LGE4CV,Good_Morning_(feat._YOU),Good_Morning_(feat._YOU),2023-06-23,Timmy_Trumpet,"['Alle_Farben', 'YOU']","['australian dance', 'big room', 'melbourne bounce', 'melbourne bounce international']",63,6,130,0.9,0.63,0.51,-6.74,0.0,0.21,0.36,1,0.047,4,0.506,0.0,0.0,0.0,0.0,0.0,0.0
0ohtsxNylBu2zu6hlopn1X,die_young,die_young,2023-06-20,venbee,['Rudimental'],[],63,11,178,0.74,0.36,0.23,-4.26,0.05,0.0,0.15,1,0.099,4,0.227,0.0,0.0,0.0,0.0,0.0,0.0
4pmiEqiZKvQIJP7zquAzHg,Kill_Your_Pain_(with_King_Princess),Kill_Your_Pain_(with_King_Princess),2023-06-21,Boyish,['King_Princess'],['indie pop'],53,1,146,0.64,0.49,0.34,-6.19,0.01,0.0,0.09,1,0.074,4,0.341,0.0,0.0,0.0,0.0,0.0,0.0
24PrTycumc8Itm3ksXF0jP,Reborn,When_Everything_Went_Dark,2023-06-23,Bishop_Briggs,[],['modern alternative rock'],52,1,127,0.88,0.81,0.51,-2.9,0.06,0.0,0.04,1,0.041,4,0.514,0.0,0.0,0.0,0.0,0.0,0.0
7lGVePePvWGNUviBUICQQj,hazelton,hazelton_b/w_liner,2023-06-22,Justin_Vernon,[],['eau claire indie'],50,3,146,0.5,0.41,0.45,-10.11,0.82,0.0,0.07,1,0.026,4,0.445,0.0,0.0,0.0,0.0,0.0,0.0
50EGsYVI4bC5AmfYp5KFvl,Spirits_and_Demons_(with_Meghan_Patrick),Dive_Bars_&_Broken_Hearts_EP,2023-06-23,Michael_Ray,['Meghan_Patrick'],"['contemporary country', 'country road', 'modern country rock']",50,0,150,0.58,0.5,0.28,-5.75,0.28,0.0,0.03,1,0.026,3,0.278,0.0,0.0,0.0,0.0,0.0,0.0
32oM6ZiwrFcXtscoQWpN76,FIND_MY_WAY,FIND_MY_WAY,2023-06-23,Bridge_Music,"['AP', 'Reggie_Dartey']",['hindi worship'],43,11,150,0.79,0.75,0.85,-5.75,0.05,0.002,0.12,1,0.053,4,0.847,0.0,0.0,0.0,0.0,0.0,0.0
3oNnzH6hmqIGIhJ1NcHlrh,CORAZÓN_VACÍO,CORAZÓN_VACÍO,2023-06-22,Maria_Becerra,[],['pop argentino'],78,1,98,0.79,0.68,0.4,-4.79,0.33,0.0,0.29,1,0.059,4,0.4,0.0,0.0,0.0,0.0,0.0,0.0
5QeYUoI9ApfeOVaKhfR4Xg,Feel_Good_Too,Mystical_Magical_Rhythmical_Radical_Ride,2023-06-23,Jason_Mraz,[],"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",54,6,115,0.67,0.88,0.52,-7.17,0.16,0.0,0.11,0,0.059,4,0.524,0.0,0.0,0.0,1.0,0.0,0.0
6usohdchdzW9oML7VC4Uhk,Lose_Control,Lose_Control,2023-06-23,Teddy_Swims,[],[],66,9,160,0.6,0.56,0.24,-4.41,0.2,0.0,0.1,1,0.034,3,0.242,0.0,0.0,0.0,0.0,0.0,0.0
1PaGbgK8KEwtaukD0YzGsi,Never_Fucked_Up_Once,Life_Under_The_Gun,2023-06-23,Militarie_Gun,[],"['5th wave emo', 'california hardcore', 'modern melodic hardcore']",47,1,99,0.97,0.44,0.52,-3.13,0.0,0.0,0.12,1,0.054,4,0.518,0.0,0.0,0.0,0.0,0.0,0.0
1ubO4gCUQgRFWOj9fVHlBS,Posture_(feat._Fetty_Luciano_&_Fivio_Foreign),Posture_(feat._Fetty_Luciano_&_Fivio_Foreign),2023-06-23,Rowdy_Rebel,"['Fetty_Luciano', 'Fivio_Foreign']",['nyc rap'],49,1,144,0.71,0.68,0.73,-6.05,0.23,0.0,0.27,1,0.371,4,0.727,0.0,0.0,0.0,0.0,0.0,0.0
7niCz3hixgqnEBnO2mEHhI,El_Niño_(feat._Lil_Wayne_&_Boyfriend),El_Niño_(feat._Lil_Wayne_&_Boyfriend),2023-06-19,Big_Freedia,"['Lil_Wayne', 'Boyfriend']","['bounce', 'escape room', 'lgbtq+ hip hop', 'new orleans rap', 'trap queen']",55,7,150,0.78,0.66,0.41,-3.75,0.17,0.0,0.18,0,0.074,4,0.409,0.0,0.0,0.0,0.0,0.0,0.0
7tEV3l3E7YM4tNkBe6UiVY,BANG_BANG!_(My_Neurodivergent_Anthem),BANG_BANG!_(My_Neurodivergent_Anthem),2023-06-22,Galantis,[],"['dance pop', 'edm', 'pop', 'pop dance']",60,6,124,0.74,0.74,0.59,-6.34,0.01,0.004,0.08,1,0.059,4,0.587,0.0,0.0,0.0,1.0,0.0,0.0
2wfsZraYJMgUE8Rg6JuzqM,Move_It,Move_It,2023-06-23,Stefflon_Don,[],"['dancehall', 'dancehall queen', 'uk dancehall', 'uk hip hop']",55,11,121,0.69,0.85,0.3,-4.96,0.0,0.0,0.11,1,0.047,4,0.3,0.0,0.0,0.0,0.0,0.0,0.0
1GlLIz7AtCYnwvXpz2rzbo,Thang_For_You_(feat._No_Cap),Thang_For_You_(feat._No_Cap),2023-06-23,Rylo_Rodriguez,['No_Cap'],"['alabama rap', 'atl trap', 'memphis hip hop', 'tennessee hip hop']",56,11,81,0.46,0.56,0.27,-6.26,0.45,0.0,0.15,1,0.466,1,0.273,0.0,0.0,0.0,0.0,0.0,0.0
20LjVwLgn8EaT2LvEoK0Nl,Special_K,Special_K,2023-06-23,BLP_KOSHER,[],[],63,10,158,0.61,0.63,0.33,-6.19,0.45,0.0,0.13,0,0.154,4,0.327,0.0,0.0,0.0,0.0,0.0,0.0
4WAwwhUc54CHYksDvVP8Zt,PETTY_(feat._TiaCorine),BAD_SON,2023-06-23,Curtis_Waters,['TiaCorine'],[],44,6,140,0.43,0.79,0.49,-11.15,0.21,0.0,0.16,0,0.071,4,0.486,0.0,0.0,0.0,0.0,0.0,0.0
