id,name,album,uscita,artista,collaboratori,generi,popularity,key,bpm,energy,danceability,happiness,loudness,acousticness,instrumentalness,liveness,mode,speechiness,time_signature,valence,canzoneArtistaPreferito,canzoneSimileArtistaPreferito,canzoneSimileGenerePreferito,GenerePreferito,artistaPreferito,artistaPreferitoCoinvolto
5vHWd8yLGCxb8s9RaThO9w,Non_litighiamo_più,Non_litighiamo_più,2023-03-31,Rocco_Hunt,[],"['italian adult pop', 'italian hip hop', 'italian pop', 'pop virale italiano', 'rap napoletano']",79,6,135,0.84,0.66,0.72,-4.33,0.04,0.0,0.15,1,0.145,4,0.723,0.0,0.0,0.0,1.0,0.0,0.0
6ds6kgkB0qRSpSnxcBomCO,Un_Briciolo_Di_Allegria_(con_MINA),Innamorato,2023-04-13,BLANCO,['Mina'],"['italian hip hop', 'italian pop']",80,2,92,0.71,0.62,0.39,-4.31,0.47,0.0,0.05,1,0.04,4,0.392,0.0,0.0,0.0,1.0,0.0,0.0
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo:_Bzrp_Music_Sessions,_Vol._52","Quevedo:_Bzrp_Music_Sessions,_Vol._52",2022-07-06,Bizarrap,['Quevedo'],"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",93,2,128,0.78,0.62,0.55,-5.55,0.01,0.033,0.23,1,0.044,4,0.55,0.0,0.0,0.0,0.0,0.0,0.0
3BKD1PwArikchz2Zrlp1qi,Baby_Don_t_Hurt_Me,Baby_Don_t_Hurt_Me,2023-04-06,David_Guetta,"['Anne-Marie', 'Coi_Leray']","['big room', 'dance pop', 'edm', 'pop', 'pop dance']",93,7,128,0.91,0.6,0.23,-3.4,0.0,0.0,0.12,1,0.031,4,0.228,0.0,0.0,0.0,1.0,0.0,0.0
4e1U6KRJGed8gh3uRbAv3P,"MIRAGE_(feat._Ozuna,_GIMS_&_Sfera_Ebbasta)","MIRAGE_(feat._Ozuna,_Sfera_Ebbasta_&_GIMS)",2023-04-14,AriBeatz,"['Ozuna', 'GIMS', 'Sfera_Ebbasta']",[],84,7,172,0.6,0.7,0.42,-7.17,0.03,0.0,0.07,1,0.325,4,0.421,0.0,0.0,0.0,0.0,0.0,0.0
71FY3ENTle5U1XdO82LxOe,PARAFULMINI_(con_Bresh_&_Fabri_Fibra),PARAFULMINI_(con_Bresh_&_Fabri_Fibra),2023-05-25,Ernia,"['Bresh', 'Fabri_Fibra']","['italian hip hop', 'italian pop', 'milan indie']",72,5,110,0.78,0.79,0.6,-6.03,0.19,0.0,0.15,1,0.213,4,0.598,0.0,0.0,0.0,1.0,0.0,0.0
729ZgHjcCl1Q2GKVco9anw,HOLLYWOOD,HOLLYWOOD,2023-06-09,Irama,"['Rkomi', 'Shablo']","['italian adult pop', 'italian pop']",74,5,100,0.85,0.69,0.76,-3.67,0.13,0.0,0.14,0,0.045,4,0.757,0.0,0.0,0.0,1.0,0.0,1.0
609E1JCInJncactoMmkDon,BESO,RR,2023-03-24,ROSALÍA,['Rauw_Alejandro'],"['pop', 'r&b en espanol']",96,5,95,0.64,0.77,0.53,-6.67,0.74,0.001,0.17,0,0.136,4,0.53,0.0,0.0,0.0,1.0,0.0,0.0
7ro0hRteUMfnOioTFI5TG1,WHERE_SHE_GOES,WHERE_SHE_GOES,2023-05-18,Bad_Bunny,[],"['reggaeton', 'trap latino', 'urbano latino']",99,9,144,0.8,0.65,0.23,-4.02,0.14,0.629,0.11,0,0.061,4,0.234,0.0,0.0,0.0,0.0,0.0,0.0
3UYr4TdhtCthMH9ujhx0BA,Pelé,Pelé,2023-03-16,Rhove,['Madfingerz'],"['italian hip hop', 'trap italiana']",80,9,102,0.71,0.8,0.52,-7.2,0.14,0.0,0.07,0,0.423,4,0.515,0.0,0.0,0.0,1.0,0.0,0.0
4CQNELF3U3gyNcI6sLr6yK,Guasto_D_Amore,Guasto_D_Amore,2023-01-27,Bresh,['SHUNE'],"['italian hip hop', 'italian pop', 'rap genovese']",78,8,104,0.6,0.55,0.71,-7.88,0.24,0.0,0.11,1,0.031,4,0.707,0.0,0.0,0.0,1.0,0.0,0.0
27y9iz3gBeWyWxI6VKEuGW,Alta_marea,Alta_marea,2023-06-16,Coez,['Frah_Quintale'],"['italian adult pop', 'italian pop', 'rap napoletano', 'rome indie']",71,4,110,0.75,0.74,0.81,-5.69,0.05,0.0,0.12,0,0.043,4,0.813,0.0,0.0,0.0,1.0,0.0,1.0
7Da5kjy5GByLHE5OPQ4tpg,IL_MALE_CHE_MI_FAI_(feat._Marracash),IL_CORAGGIO_DEI_BAMBINI_-_ATTO_II,2023-04-07,Geolier,['Marracash'],"['italian hip hop', 'italian pop', 'rap napoletano', 'trap italiana']",82,6,109,0.8,0.73,0.51,-7.16,0.14,0.0,0.1,0,0.122,4,0.51,0.0,0.0,0.0,1.0,0.0,0.0
0JONs2ETXIHvYVxNris8Bf,TAXI_SULLA_LUNA,TAXI_SULLA_LUNA,2023-06-08,Tony_Effe,"['Emma', 'Takagi_&_Ketra']","['italian hip hop', 'trap italiana']",75,8,120,0.73,0.86,0.6,-5.7,0.07,0.0,0.1,1,0.084,4,0.604,0.0,0.0,0.0,1.0,0.0,0.0
0cefXmvbKCLgPnSoWqclfz,"BON_TON_(feat._Lazza,_BLANCO,_Sfera_Ebbasta_&_Michelangelo)","BON_TON_(feat._Lazza,_BLANCO,_Sfera_Ebbasta_&_Michelangelo)",2023-06-22,Drillionaire,"['Lazza', 'BLANCO', 'Sfera_Ebbasta', 'Michelangelo']",[],75,11,130,0.73,0.64,0.64,-7.8,0.09,0.0,0.71,1,0.041,4,0.644,0.0,0.0,0.0,0.0,0.0,0.0
1la73rdzbQGNRFJyO9E71c,Arai_(feat._Capo_Plaza),Nove_Chiamate,2023-01-13,Medy,['Capo_Plaza'],"['italian hip hop', 'trap italiana']",77,4,128,0.73,0.82,0.68,-4.81,0.07,0.0,0.13,0,0.101,4,0.675,0.0,0.0,0.0,1.0,0.0,0.0
25DyHdcgQMJ2hEMSsrtTVX,Dimmi_Che_C_è_(feat._Tedua),Dimmi_Che_C_è_(feat._Tedua),2023-03-17,thasup,['Tedua'],"['italian hip hop', 'italian pop', 'trap italiana']",72,8,80,0.73,0.68,0.48,-3.57,0.22,0.0,0.13,1,0.058,4,0.477,0.0,0.0,0.0,1.0,0.0,0.0
3myPe2jZvDbPoNXY7v2TU0,Malamente,La_Divina_Commedia,2023-06-02,Tedua,[],"['indie liguria', 'italian hip hop', 'italian pop', 'rap genovese', 'trap italiana']",80,6,81,0.65,0.46,0.23,-8.37,0.23,0.0,0.09,1,0.097,3,0.234,0.0,0.0,0.0,1.0,0.0,0.0
0uXDSAM6q44glALKnQQyqW,Fantasmi_(feat._Geolier),Radio_Gotham,2023-01-20,Rose_Villain,['Geolier'],"['italian hip hop', 'italian pop', 'milan indie']",75,0,98,0.77,0.76,0.46,-5.39,0.51,0.0,0.17,1,0.116,4,0.457,0.0,0.0,0.0,1.0,0.0,0.0
2pGbOFiWVwZaTq3iKi5sGb,ON_FIRE_-_paid_in_full,Effetto_notte,2023-05-19,Emis_Killa,['Sfera_Ebbasta'],"['italian hip hop', 'italian pop']",78,0,123,0.71,0.79,0.49,-7.14,0.42,0.0,0.11,0,0.098,4,0.49,0.0,0.0,0.0,1.0,0.0,0.0
3ZG2jPvRmQDz1LAmpUzVZj,LA_FINE_DEL_MONDO,LA_FINE_DEL_MONDO,2023-05-12,Mr.Rain,['sangiovanni'],"['italian adult pop', 'italian hip hop', 'italian pop']",74,7,120,0.78,0.64,0.24,-8.74,0.29,0.0,0.1,0,0.052,4,0.238,0.0,0.0,0.0,1.0,0.0,0.0
3X6QTmtaKukOu5lISJYi4g,ORIGAMI_ALL_ALBA_-_CLARA,ORIGAMI_ALL_ALBA,2023-02-24,Matteo_Paolillo_-_Icaro,"['Lolloflow', 'CLARA']",[],78,8,144,0.75,0.63,0.43,-6.48,0.58,0.0,0.14,0,0.064,4,0.43,0.0,0.0,0.0,0.0,0.0,0.0
0hReXAWKqGzHBYnw0S1CXu,Altamente_Mia,Altamente_Mia,2023-04-07,Bresh,['SHUNE'],"['italian hip hop', 'italian pop', 'rap genovese']",74,3,80,0.65,0.61,0.39,-6.06,0.04,0.0,0.13,1,0.071,4,0.391,0.0,0.0,0.0,1.0,0.0,0.0
1hPV6zSSLIBmF47fUj6CBC,Coca_zero,Coca_zero,2023-03-31,Pinguini_Tattici_Nucleari,[],"['bergamo indie', 'italian indie pop', 'italian pop', 'milan indie']",74,4,75,0.73,0.74,0.77,-5.94,0.14,0.0,0.23,1,0.221,4,0.767,0.0,0.0,0.0,1.0,0.0,0.0
41ZKcEXI1OSUDpY2zzP45D,BOSS,BOSS,2023-03-24,Tony_Effe,[],"['italian hip hop', 'trap italiana']",76,1,90,0.52,0.84,0.24,-7.46,0.01,0.0,0.12,1,0.198,4,0.24,0.0,0.0,0.0,1.0,0.0,0.0
1YSlNly5I4GAGg2Toc3snK,CENERE,CENERE,2023-02-09,Lazza,[],"['italian hip hop', 'italian pop', 'rap genovese', 'trap italiana']",78,2,120,0.64,0.64,0.28,-6.54,0.29,0.0,0.22,0,0.106,4,0.281,0.0,0.0,0.0,1.0,0.0,1.0
4nrPB8O7Y7wsOCJdgXkthe,"Shakira:_Bzrp_Music_Sessions,_Vol._53","Shakira:_Bzrp_Music_Sessions,_Vol._53",2023-01-11,Bizarrap,['Shakira'],"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",93,2,122,0.63,0.78,0.5,-5.6,0.27,0.0,0.09,0,0.049,4,0.498,0.0,0.0,0.0,0.0,0.0,0.0
0gEw8izgROscS30OVqPb1e,Pazza_Musica,MATERIA_(PRISMA),2023-05-26,Marco_Mengoni,['Elodie'],"['italian adult pop', 'italian pop']",74,8,105,0.61,0.8,0.44,-6.0,0.1,0.0,0.24,0,0.083,4,0.442,0.0,0.0,0.0,1.0,0.0,0.0
1xUnvxp9DFrpwXnO0RHKUp,Cookies_N__Cream_(feat._ANNA_&_Sfera_Ebbasta),Madreperla,2023-01-13,Guè,"['ANNA', 'Sfera_Ebbasta']","['italian hip hop', 'italian pop']",77,9,124,0.66,0.57,0.58,-5.38,0.37,0.0,0.32,1,0.244,5,0.581,0.0,0.0,0.0,1.0,0.0,0.0
7wrsR2dXDmuMEZKktOOyqB,PUTA_(feat._Ghali_&_Guè),PUTA_(feat._Ghali_&_Guè),2023-05-18,Sixpm,"['Ghali', 'Guè']",[],72,9,90,0.71,0.77,0.66,-6.27,0.15,0.0,0.27,0,0.26,4,0.658,0.0,0.0,0.0,0.0,0.0,0.0
23RoR84KodL5HWvUTneQ1w,(It_Goes_Like)_Nanana_-_Edit,(It_Goes_Like)_Nanana_[Edit],2023-06-15,Peggy_Gou,[],"['electra', 'float house']",85,7,130,0.88,0.67,0.96,-5.68,0.12,0.188,0.08,0,0.035,4,0.964,0.0,0.0,0.0,0.0,0.0,0.0
0yLdNVWF3Srea0uzk55zFn,Flowers,Flowers,2023-01-13,Miley_Cyrus,[],['pop'],97,0,118,0.68,0.71,0.65,-4.33,0.06,0.0,0.03,1,0.067,4,0.646,0.0,0.0,0.0,1.0,0.0,0.0
5htUUUBlgHZ9fztWTTDEFm,Due_Vite,Due_Vite,2023-02-08,Marco_Mengoni,[],"['italian adult pop', 'italian pop']",78,2,117,0.54,0.64,0.13,-6.16,0.4,0.0,0.09,1,0.031,4,0.133,0.0,0.0,0.0,1.0,0.0,0.0
1vYXt7VSjH9JIM5oRRo7vA,Dance_The_Night_(From_Barbie_The_Album),Dance_The_Night_(From_Barbie_The_Album),2023-05-25,Dua_Lipa,[],"['dance pop', 'pop', 'uk pop']",93,11,110,0.84,0.67,0.78,-4.93,0.02,0.0,0.33,0,0.048,4,0.775,0.0,0.0,0.0,1.0,0.0,0.0
2oMjKuKUEJFuLiVmTq7Vjx,TQG,TQG,2023-02-23,KAROL_G,['Shakira'],"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",83,4,90,0.65,0.84,0.7,-3.38,0.67,0.0,0.13,0,0.212,4,0.7,0.0,0.0,0.0,0.0,0.0,0.0
1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,Tattoo,2023-02-25,Loreen,[],"['europop', 'swedish pop']",94,3,150,0.78,0.55,0.3,-6.24,0.24,0.0,0.12,0,0.075,4,0.303,0.0,0.0,0.0,0.0,0.0,0.0
43Wy3qYbTLUxUqsLZlTAa7,HOE_+_HARD_(feat._Tony_Effe),HOE_+_HARD_(feat._Tony_Effe),2023-03-03,Icy_Subzero,['Tony_Effe'],[],71,2,100,0.78,0.7,0.68,-6.28,0.19,0.0,0.31,1,0.078,4,0.676,0.0,0.0,0.0,0.0,0.0,0.0
2zTinVySfLkAcuITgqbtPW,"Obladi_Oblada_(feat._Ghali,_thasup_&_Fabri_Fibra)","Obladi_Oblada_(feat._Ghali,_thasup_&_Fabri_Fibra)",2023-06-15,Charlie_Charles,"['Ghali', 'thasup', 'Fabri_Fibra']","['italian hip hop', 'italian pop']",70,7,110,0.63,0.79,0.68,-8.56,0.23,0.001,0.2,1,0.054,4,0.675,0.0,0.0,0.0,1.0,0.0,0.0
3GlYaaFuFxEJWYiN0Vc41f,Whip_Whip,Whip_Whip,2023-05-18,Rhove,[],"['italian hip hop', 'trap italiana']",75,10,100,0.76,0.72,0.76,-7.76,0.27,0.0,0.19,1,0.411,4,0.764,0.0,0.0,0.0,1.0,0.0,0.0
1odExI7RdWc4BT515LTAwj,Daylight,Daylight,2023-04-14,David_Kushner,[],['gen z singer-songwriter'],98,2,130,0.43,0.51,0.32,-9.47,0.83,0.0,0.09,0,0.034,4,0.324,0.0,0.0,0.0,0.0,0.0,0.0
